Vestiging;Naam vestiging;Datum;Afzet CE Totaal
3627;Stiens - St. Vitusplein 3-5;08-04-2024;474
3627;Stiens - St. Vitusplein 3-5;09-04-2024;499
3627;Stiens - St. Vitusplein 3-5;10-04-2024;719
3627;Stiens - St. Vitusplein 3-5;11-04-2024;845
3627;Stiens - St. Vitusplein 3-5;12-04-2024;1042
3627;Stiens - St. Vitusplein 3-5;13-04-2024;970
3627;Stiens - St. Vitusplein 3-5;14-04-2024;531
3630;Coevorden - EDS-Plein 3;08-04-2024;951
3630;Coevorden - EDS-Plein 3;09-04-2024;773
3630;Coevorden - EDS-Plein 3;10-04-2024;937
3630;Coevorden - EDS-Plein 3;11-04-2024;971
3630;Coevorden - EDS-Plein 3;12-04-2024;1577
3630;Coevorden - EDS-Plein 3;13-04-2024;1214
3630;Coevorden - EDS-Plein 3;14-04-2024;870
3633;Bodegraven - Raadhuisplein 15;08-04-2024;1448
3633;Bodegraven - Raadhuisplein 15;09-04-2024;1175
3633;Bodegraven - Raadhuisplein 15;10-04-2024;1357
3633;Bodegraven - Raadhuisplein 15;11-04-2024;1451
3633;Bodegraven - Raadhuisplein 15;12-04-2024;1942
3633;Bodegraven - Raadhuisplein 15;13-04-2024;2085
3633;Bodegraven - Raadhuisplein 15;14-04-2024;873
3637;Den Haag - Alphons Diepenbrockhof 6-22;08-04-2024;1396
3637;Den Haag - Alphons Diepenbrockhof 6-22;09-04-2024;1122
3637;Den Haag - Alphons Diepenbrockhof 6-22;10-04-2024;1319
3637;Den Haag - Alphons Diepenbrockhof 6-22;11-04-2024;1346
3637;Den Haag - Alphons Diepenbrockhof 6-22;12-04-2024;1884
3637;Den Haag - Alphons Diepenbrockhof 6-22;13-04-2024;1765
3637;Den Haag - Alphons Diepenbrockhof 6-22;14-04-2024;1242
3639;Renesse - Wilhelminaweg 1;08-04-2024;791
3639;Renesse - Wilhelminaweg 1;09-04-2024;604
3639;Renesse - Wilhelminaweg 1;10-04-2024;708
3639;Renesse - Wilhelminaweg 1;11-04-2024;589
3639;Renesse - Wilhelminaweg 1;12-04-2024;922
3639;Renesse - Wilhelminaweg 1;13-04-2024;1193
3639;Renesse - Wilhelminaweg 1;14-04-2024;585
3640;Lelystad - Voorstraat 282;08-04-2024;2082
3640;Lelystad - Voorstraat 282;09-04-2024;1871
3640;Lelystad - Voorstraat 282;10-04-2024;1922
3640;Lelystad - Voorstraat 282;11-04-2024;1762
3640;Lelystad - Voorstraat 282;12-04-2024;2272
3640;Lelystad - Voorstraat 282;13-04-2024;2431
3640;Lelystad - Voorstraat 282;14-04-2024;1914
3642;Apeldoorn - Korianderplein 61;08-04-2024;1539
3642;Apeldoorn - Korianderplein 61;09-04-2024;1429
3642;Apeldoorn - Korianderplein 61;10-04-2024;1586
3642;Apeldoorn - Korianderplein 61;11-04-2024;1596
3642;Apeldoorn - Korianderplein 61;12-04-2024;2154
3642;Apeldoorn - Korianderplein 61;13-04-2024;2152
3642;Apeldoorn - Korianderplein 61;14-04-2024;987
3645;Breda - Donk 4;08-04-2024;1002
3645;Breda - Donk 4;09-04-2024;956
3645;Breda - Donk 4;10-04-2024;1114
3645;Breda - Donk 4;11-04-2024;821
3645;Breda - Donk 4;12-04-2024;1169
3645;Breda - Donk 4;13-04-2024;1333
3645;Breda - Donk 4;14-04-2024;912
3647;Prinsenbeek - Markt 14;08-04-2024;626
3647;Prinsenbeek - Markt 14;09-04-2024;508
3647;Prinsenbeek - Markt 14;10-04-2024;723
3647;Prinsenbeek - Markt 14;11-04-2024;645
3647;Prinsenbeek - Markt 14;12-04-2024;1029
3647;Prinsenbeek - Markt 14;13-04-2024;1124
3647;Prinsenbeek - Markt 14;14-04-2024;670
3653;Eelde - Stoffer Holtjerweg 1;08-04-2024;537
3653;Eelde - Stoffer Holtjerweg 1;09-04-2024;491
3653;Eelde - Stoffer Holtjerweg 1;10-04-2024;608
3653;Eelde - Stoffer Holtjerweg 1;11-04-2024;512
3653;Eelde - Stoffer Holtjerweg 1;12-04-2024;859
3653;Eelde - Stoffer Holtjerweg 1;13-04-2024;841
3653;Eelde - Stoffer Holtjerweg 1;14-04-2024;468
3656;Geleen - Bloemenmarkt 32;08-04-2024;1043
3656;Geleen - Bloemenmarkt 32;09-04-2024;1149
3656;Geleen - Bloemenmarkt 32;10-04-2024;1194
3656;Geleen - Bloemenmarkt 32;11-04-2024;1175
3656;Geleen - Bloemenmarkt 32;12-04-2024;1410
3656;Geleen - Bloemenmarkt 32;13-04-2024;1341
3656;Geleen - Bloemenmarkt 32;14-04-2024;962
3657;Stramproy - Dr. Schaepmanstraat 3;08-04-2024;1223
3657;Stramproy - Dr. Schaepmanstraat 3;09-04-2024;1152
3657;Stramproy - Dr. Schaepmanstraat 3;10-04-2024;1316
3657;Stramproy - Dr. Schaepmanstraat 3;11-04-2024;1351
3657;Stramproy - Dr. Schaepmanstraat 3;12-04-2024;1844
3657;Stramproy - Dr. Schaepmanstraat 3;13-04-2024;2031
3657;Stramproy - Dr. Schaepmanstraat 3;14-04-2024;2186
3658;Groningen - Linnaeusplein 55;08-04-2024;2142
3658;Groningen - Linnaeusplein 55;09-04-2024;1966
3658;Groningen - Linnaeusplein 55;10-04-2024;2121
3658;Groningen - Linnaeusplein 55;11-04-2024;2101
3658;Groningen - Linnaeusplein 55;12-04-2024;2699
3658;Groningen - Linnaeusplein 55;13-04-2024;2420
3658;Groningen - Linnaeusplein 55;14-04-2024;1822
3660;Veendam - De Reede 9-10;08-04-2024;1712
3660;Veendam - De Reede 9-10;09-04-2024;1534
3660;Veendam - De Reede 9-10;10-04-2024;1761
3660;Veendam - De Reede 9-10;11-04-2024;1907
3660;Veendam - De Reede 9-10;12-04-2024;2375
3660;Veendam - De Reede 9-10;13-04-2024;2344
3660;Veendam - De Reede 9-10;14-04-2024;1606
3661;Landsmeer - Nieuwe Gouw 3;08-04-2024;1095
3661;Landsmeer - Nieuwe Gouw 3;09-04-2024;1002
3661;Landsmeer - Nieuwe Gouw 3;10-04-2024;1111
3661;Landsmeer - Nieuwe Gouw 3;11-04-2024;1174
3661;Landsmeer - Nieuwe Gouw 3;12-04-2024;1594
3661;Landsmeer - Nieuwe Gouw 3;13-04-2024;1711
3661;Landsmeer - Nieuwe Gouw 3;14-04-2024;914
3663;Woerden - La Fontaineplein 19;08-04-2024;1521
3663;Woerden - La Fontaineplein 19;09-04-2024;1391
3663;Woerden - La Fontaineplein 19;10-04-2024;1455
3663;Woerden - La Fontaineplein 19;11-04-2024;1686
3663;Woerden - La Fontaineplein 19;12-04-2024;2649
3663;Woerden - La Fontaineplein 19;13-04-2024;2484
3663;Woerden - La Fontaineplein 19;14-04-2024;1448
3668;Amsterdam - Pieter Calandlaan 808;08-04-2024;2041
3668;Amsterdam - Pieter Calandlaan 808;09-04-2024;1961
3668;Amsterdam - Pieter Calandlaan 808;10-04-2024;2332
3668;Amsterdam - Pieter Calandlaan 808;11-04-2024;1957
3668;Amsterdam - Pieter Calandlaan 808;12-04-2024;2566
3668;Amsterdam - Pieter Calandlaan 808;13-04-2024;3026
3668;Amsterdam - Pieter Calandlaan 808;14-04-2024;1992
3669;Zoetermeer - Meeuwenveld 8;08-04-2024;1146
3669;Zoetermeer - Meeuwenveld 8;09-04-2024;993
3669;Zoetermeer - Meeuwenveld 8;10-04-2024;1336
3669;Zoetermeer - Meeuwenveld 8;11-04-2024;1164
3669;Zoetermeer - Meeuwenveld 8;12-04-2024;1548
3669;Zoetermeer - Meeuwenveld 8;13-04-2024;1384
3669;Zoetermeer - Meeuwenveld 8;14-04-2024;1067
3673;Capelle aan den IJssel - Wingerd 251;08-04-2024;1220
3673;Capelle aan den IJssel - Wingerd 251;09-04-2024;957
3673;Capelle aan den IJssel - Wingerd 251;10-04-2024;1127
3673;Capelle aan den IJssel - Wingerd 251;11-04-2024;1087
3673;Capelle aan den IJssel - Wingerd 251;12-04-2024;1315
3673;Capelle aan den IJssel - Wingerd 251;13-04-2024;1233
3673;Capelle aan den IJssel - Wingerd 251;14-04-2024;704
3677;St. Annaland - Spuistraat 1;08-04-2024;1050
3677;St. Annaland - Spuistraat 1;09-04-2024;805
3677;St. Annaland - Spuistraat 1;10-04-2024;908
3677;St. Annaland - Spuistraat 1;11-04-2024;1181
3677;St. Annaland - Spuistraat 1;12-04-2024;1723
3677;St. Annaland - Spuistraat 1;13-04-2024;1950
3677;St. Annaland - Spuistraat 1;14-04-2024;0
3683;Delft - Dasstraat 9;08-04-2024;874
3683;Delft - Dasstraat 9;09-04-2024;699
3683;Delft - Dasstraat 9;10-04-2024;858
3683;Delft - Dasstraat 9;11-04-2024;825
3683;Delft - Dasstraat 9;12-04-2024;1059
3683;Delft - Dasstraat 9;13-04-2024;1034
3683;Delft - Dasstraat 9;14-04-2024;705
3685;Bergeijk - Elsenhof 50;08-04-2024;972
3685;Bergeijk - Elsenhof 50;09-04-2024;961
3685;Bergeijk - Elsenhof 50;10-04-2024;1020
3685;Bergeijk - Elsenhof 50;11-04-2024;1024
3685;Bergeijk - Elsenhof 50;12-04-2024;1467
3685;Bergeijk - Elsenhof 50;13-04-2024;1715
3685;Bergeijk - Elsenhof 50;14-04-2024;1183
3686;Wageningen - Tarthorst 1223;08-04-2024;1484
3686;Wageningen - Tarthorst 1223;09-04-2024;1511
3686;Wageningen - Tarthorst 1223;10-04-2024;1651
3686;Wageningen - Tarthorst 1223;11-04-2024;1715
3686;Wageningen - Tarthorst 1223;12-04-2024;2084
3686;Wageningen - Tarthorst 1223;13-04-2024;1997
3686;Wageningen - Tarthorst 1223;14-04-2024;1554
3687;Vroomshoop - Linderflier 25c;08-04-2024;626
3687;Vroomshoop - Linderflier 25c;09-04-2024;636
3687;Vroomshoop - Linderflier 25c;10-04-2024;695
3687;Vroomshoop - Linderflier 25c;11-04-2024;857
3687;Vroomshoop - Linderflier 25c;12-04-2024;1150
3687;Vroomshoop - Linderflier 25c;13-04-2024;1213
3688;Westerhaar - Kervelplein 45;08-04-2024;642
3688;Westerhaar - Kervelplein 45;09-04-2024;553
3688;Westerhaar - Kervelplein 45;10-04-2024;633
3688;Westerhaar - Kervelplein 45;11-04-2024;552
3688;Westerhaar - Kervelplein 45;12-04-2024;1005
3688;Westerhaar - Kervelplein 45;13-04-2024;1029
3694;Groningen - Overwinningsplein 7;08-04-2024;1125
3694;Groningen - Overwinningsplein 7;09-04-2024;984
3694;Groningen - Overwinningsplein 7;10-04-2024;1292
3694;Groningen - Overwinningsplein 7;11-04-2024;1120
3694;Groningen - Overwinningsplein 7;12-04-2024;1425
3694;Groningen - Overwinningsplein 7;13-04-2024;1314
3694;Groningen - Overwinningsplein 7;14-04-2024;763
3695;Breda - De Burcht 20;08-04-2024;882
3695;Breda - De Burcht 20;09-04-2024;739
3695;Breda - De Burcht 20;10-04-2024;976
3695;Breda - De Burcht 20;11-04-2024;932
3695;Breda - De Burcht 20;12-04-2024;1290
3695;Breda - De Burcht 20;13-04-2024;1484
3695;Breda - De Burcht 20;14-04-2024;1013
3696;Leusden - 't Plein 29;08-04-2024;810
3696;Leusden - 't Plein 29;09-04-2024;768
3696;Leusden - 't Plein 29;10-04-2024;902
3696;Leusden - 't Plein 29;11-04-2024;915
3696;Leusden - 't Plein 29;12-04-2024;1625
3696;Leusden - 't Plein 29;13-04-2024;1688
3696;Leusden - 't Plein 29;14-04-2024;851
3698;Lisse - Vivaldistraat 13;08-04-2024;1007
3698;Lisse - Vivaldistraat 13;09-04-2024;1043
3698;Lisse - Vivaldistraat 13;10-04-2024;1201
3698;Lisse - Vivaldistraat 13;11-04-2024;1063
3698;Lisse - Vivaldistraat 13;12-04-2024;1921
3698;Lisse - Vivaldistraat 13;13-04-2024;1811
3698;Lisse - Vivaldistraat 13;14-04-2024;949
3699;Nieuwerkerk ad IJssel - Reigerhof 113;08-04-2024;848
3699;Nieuwerkerk ad IJssel - Reigerhof 113;09-04-2024;841
3699;Nieuwerkerk ad IJssel - Reigerhof 113;10-04-2024;899
3699;Nieuwerkerk ad IJssel - Reigerhof 113;11-04-2024;911
3699;Nieuwerkerk ad IJssel - Reigerhof 113;12-04-2024;1317
3699;Nieuwerkerk ad IJssel - Reigerhof 113;13-04-2024;1429
3699;Nieuwerkerk ad IJssel - Reigerhof 113;14-04-2024;658
3704;Heesch - Schoonstraat 8;08-04-2024;1288
3704;Heesch - Schoonstraat 8;09-04-2024;982
3704;Heesch - Schoonstraat 8;10-04-2024;1257
3704;Heesch - Schoonstraat 8;11-04-2024;1436
3704;Heesch - Schoonstraat 8;12-04-2024;1997
3704;Heesch - Schoonstraat 8;13-04-2024;1901
3704;Heesch - Schoonstraat 8;14-04-2024;1112
3707;Vlaardingen - De Loper 2;08-04-2024;1402
3707;Vlaardingen - De Loper 2;09-04-2024;1183
3707;Vlaardingen - De Loper 2;10-04-2024;1429
3707;Vlaardingen - De Loper 2;11-04-2024;1409
3707;Vlaardingen - De Loper 2;12-04-2024;1681
3707;Vlaardingen - De Loper 2;13-04-2024;1671
3707;Vlaardingen - De Loper 2;14-04-2024;1146
3708;Zoeterwoude - Dorpsstraat 34;08-04-2024;587
3708;Zoeterwoude - Dorpsstraat 34;09-04-2024;462
3708;Zoeterwoude - Dorpsstraat 34;10-04-2024;632
3708;Zoeterwoude - Dorpsstraat 34;11-04-2024;583
3708;Zoeterwoude - Dorpsstraat 34;12-04-2024;889
3708;Zoeterwoude - Dorpsstraat 34;13-04-2024;916
3708;Zoeterwoude - Dorpsstraat 34;14-04-2024;496
3711;Zuidwolde - Wethouder Klunderstraat 16;08-04-2024;385
3711;Zuidwolde - Wethouder Klunderstraat 16;09-04-2024;424
3711;Zuidwolde - Wethouder Klunderstraat 16;10-04-2024;467
3711;Zuidwolde - Wethouder Klunderstraat 16;11-04-2024;604
3711;Zuidwolde - Wethouder Klunderstraat 16;12-04-2024;708
3711;Zuidwolde - Wethouder Klunderstraat 16;13-04-2024;763
3711;Zuidwolde - Wethouder Klunderstraat 16;14-04-2024;404
3713;Slagharen - Herenstraat 19;08-04-2024;634
3713;Slagharen - Herenstraat 19;09-04-2024;569
3713;Slagharen - Herenstraat 19;10-04-2024;611
3713;Slagharen - Herenstraat 19;11-04-2024;627
3713;Slagharen - Herenstraat 19;12-04-2024;865
3713;Slagharen - Herenstraat 19;13-04-2024;979
3713;Slagharen - Herenstraat 19;14-04-2024;381
3716;Harderwijk - Triasplein 83;08-04-2024;1170
3716;Harderwijk - Triasplein 83;09-04-2024;985
3716;Harderwijk - Triasplein 83;10-04-2024;1195
3716;Harderwijk - Triasplein 83;11-04-2024;1013
3716;Harderwijk - Triasplein 83;12-04-2024;1821
3716;Harderwijk - Triasplein 83;13-04-2024;1773
3716;Harderwijk - Triasplein 83;14-04-2024;924
3717;Reeuwijk - Miereakker 18;08-04-2024;929
3717;Reeuwijk - Miereakker 18;09-04-2024;842
3717;Reeuwijk - Miereakker 18;10-04-2024;905
3717;Reeuwijk - Miereakker 18;11-04-2024;850
3717;Reeuwijk - Miereakker 18;12-04-2024;1281
3717;Reeuwijk - Miereakker 18;13-04-2024;1378
3717;Reeuwijk - Miereakker 18;14-04-2024;447
3722;Zevenhuizen - Dorpsstraat 129;08-04-2024;911
3722;Zevenhuizen - Dorpsstraat 129;09-04-2024;836
3722;Zevenhuizen - Dorpsstraat 129;10-04-2024;941
3722;Zevenhuizen - Dorpsstraat 129;11-04-2024;1131
3722;Zevenhuizen - Dorpsstraat 129;12-04-2024;1589
3722;Zevenhuizen - Dorpsstraat 129;13-04-2024;1568
3722;Zevenhuizen - Dorpsstraat 129;14-04-2024;715
3728;Delfzijl - Jachtlaan 4-10;08-04-2024;1191
3728;Delfzijl - Jachtlaan 4-10;09-04-2024;1187
3728;Delfzijl - Jachtlaan 4-10;10-04-2024;1249
3728;Delfzijl - Jachtlaan 4-10;11-04-2024;1152
3728;Delfzijl - Jachtlaan 4-10;12-04-2024;1481
3728;Delfzijl - Jachtlaan 4-10;13-04-2024;1467
3728;Delfzijl - Jachtlaan 4-10;14-04-2024;877
3729;Westerbork - Burg. G van Weezelplein 8;08-04-2024;522
3729;Westerbork - Burg. G van Weezelplein 8;09-04-2024;479
3729;Westerbork - Burg. G van Weezelplein 8;10-04-2024;477
3729;Westerbork - Burg. G van Weezelplein 8;11-04-2024;629
3729;Westerbork - Burg. G van Weezelplein 8;12-04-2024;967
3729;Westerbork - Burg. G van Weezelplein 8;13-04-2024;805
3729;Westerbork - Burg. G van Weezelplein 8;14-04-2024;349
3731;Oldenzaal - Deken Scholtenstraat 38-44;08-04-2024;993
3731;Oldenzaal - Deken Scholtenstraat 38-44;09-04-2024;943
3731;Oldenzaal - Deken Scholtenstraat 38-44;10-04-2024;1051
3731;Oldenzaal - Deken Scholtenstraat 38-44;11-04-2024;1243
3731;Oldenzaal - Deken Scholtenstraat 38-44;12-04-2024;1896
3731;Oldenzaal - Deken Scholtenstraat 38-44;13-04-2024;1917
3731;Oldenzaal - Deken Scholtenstraat 38-44;14-04-2024;1035
3734;Hellevoetsluis - Jachthoorn 9;08-04-2024;809
3734;Hellevoetsluis - Jachthoorn 9;09-04-2024;870
3734;Hellevoetsluis - Jachthoorn 9;10-04-2024;1071
3734;Hellevoetsluis - Jachthoorn 9;11-04-2024;1055
3734;Hellevoetsluis - Jachthoorn 9;12-04-2024;1549
3734;Hellevoetsluis - Jachthoorn 9;13-04-2024;1571
3734;Hellevoetsluis - Jachthoorn 9;14-04-2024;1121
3738;Harderwijk - Achterste Wei 3;08-04-2024;1157
3738;Harderwijk - Achterste Wei 3;09-04-2024;1112
3738;Harderwijk - Achterste Wei 3;10-04-2024;1221
3738;Harderwijk - Achterste Wei 3;11-04-2024;1071
3738;Harderwijk - Achterste Wei 3;12-04-2024;1701
3738;Harderwijk - Achterste Wei 3;13-04-2024;1594
3738;Harderwijk - Achterste Wei 3;14-04-2024;818
3741;Twello - Michiel de Ruyterstraat 101;08-04-2024;976
3741;Twello - Michiel de Ruyterstraat 101;09-04-2024;862
3741;Twello - Michiel de Ruyterstraat 101;10-04-2024;983
3741;Twello - Michiel de Ruyterstraat 101;11-04-2024;1154
3741;Twello - Michiel de Ruyterstraat 101;12-04-2024;1878
3741;Twello - Michiel de Ruyterstraat 101;13-04-2024;1862
3741;Twello - Michiel de Ruyterstraat 101;14-04-2024;917
3742;Bergschenhoek - Dorpsstraat 39;08-04-2024;1251
3742;Bergschenhoek - Dorpsstraat 39;09-04-2024;857
3742;Bergschenhoek - Dorpsstraat 39;10-04-2024;1058
3742;Bergschenhoek - Dorpsstraat 39;11-04-2024;1203
3742;Bergschenhoek - Dorpsstraat 39;12-04-2024;1781
3742;Bergschenhoek - Dorpsstraat 39;13-04-2024;1724
3742;Bergschenhoek - Dorpsstraat 39;14-04-2024;945
3744;Haren - Anjerplein 31;08-04-2024;694
3744;Haren - Anjerplein 31;09-04-2024;725
3744;Haren - Anjerplein 31;10-04-2024;742
3744;Haren - Anjerplein 31;11-04-2024;767
3744;Haren - Anjerplein 31;12-04-2024;1038
3744;Haren - Anjerplein 31;13-04-2024;1024
3744;Haren - Anjerplein 31;14-04-2024;594
3745;Hoogerheide - Raadhuisstraat 87;08-04-2024;1169
3745;Hoogerheide - Raadhuisstraat 87;09-04-2024;1004
3745;Hoogerheide - Raadhuisstraat 87;10-04-2024;1146
3745;Hoogerheide - Raadhuisstraat 87;11-04-2024;1043
3745;Hoogerheide - Raadhuisstraat 87;12-04-2024;1444
3745;Hoogerheide - Raadhuisstraat 87;13-04-2024;1843
3745;Hoogerheide - Raadhuisstraat 87;14-04-2024;1281
3748;Oud Beijerland - Koninginneplein 17;08-04-2024;1550
3748;Oud Beijerland - Koninginneplein 17;09-04-2024;1313
3748;Oud Beijerland - Koninginneplein 17;10-04-2024;1457
3748;Oud Beijerland - Koninginneplein 17;11-04-2024;1547
3748;Oud Beijerland - Koninginneplein 17;12-04-2024;2287
3748;Oud Beijerland - Koninginneplein 17;13-04-2024;2680
3748;Oud Beijerland - Koninginneplein 17;14-04-2024;6
3752;Wateringen - Vliethof 6;08-04-2024;944
3752;Wateringen - Vliethof 6;09-04-2024;781
3752;Wateringen - Vliethof 6;10-04-2024;830
3752;Wateringen - Vliethof 6;11-04-2024;818
3752;Wateringen - Vliethof 6;12-04-2024;1456
3752;Wateringen - Vliethof 6;13-04-2024;1395
3752;Wateringen - Vliethof 6;14-04-2024;954
3753;Krimpen aan den IJssel - De Olm 7-8;08-04-2024;689
3753;Krimpen aan den IJssel - De Olm 7-8;09-04-2024;671
3753;Krimpen aan den IJssel - De Olm 7-8;10-04-2024;680
3753;Krimpen aan den IJssel - De Olm 7-8;11-04-2024;716
3753;Krimpen aan den IJssel - De Olm 7-8;12-04-2024;1135
3753;Krimpen aan den IJssel - De Olm 7-8;13-04-2024;1160
3753;Krimpen aan den IJssel - De Olm 7-8;14-04-2024;840
3755;Maastricht - Voltastraat 7;08-04-2024;1393
3755;Maastricht - Voltastraat 7;09-04-2024;1286
3755;Maastricht - Voltastraat 7;10-04-2024;1343
3755;Maastricht - Voltastraat 7;11-04-2024;1150
3755;Maastricht - Voltastraat 7;12-04-2024;1637
3755;Maastricht - Voltastraat 7;13-04-2024;1506
3755;Maastricht - Voltastraat 7;14-04-2024;897
3756;Driebergen - De Sluis 1-12;08-04-2024;652
3756;Driebergen - De Sluis 1-12;09-04-2024;628
3756;Driebergen - De Sluis 1-12;10-04-2024;772
3756;Driebergen - De Sluis 1-12;11-04-2024;684
3756;Driebergen - De Sluis 1-12;12-04-2024;1082
3756;Driebergen - De Sluis 1-12;13-04-2024;1097
3756;Driebergen - De Sluis 1-12;14-04-2024;450
3757;Den Haag - Oude Kustlijn 6;08-04-2024;1289
3757;Den Haag - Oude Kustlijn 6;09-04-2024;1273
3757;Den Haag - Oude Kustlijn 6;10-04-2024;1442
3757;Den Haag - Oude Kustlijn 6;11-04-2024;1310
3757;Den Haag - Oude Kustlijn 6;12-04-2024;1830
3757;Den Haag - Oude Kustlijn 6;13-04-2024;1859
3757;Den Haag - Oude Kustlijn 6;14-04-2024;1454
3758;Drachten - Eems 30;08-04-2024;1157
3758;Drachten - Eems 30;09-04-2024;954
3758;Drachten - Eems 30;10-04-2024;1070
3758;Drachten - Eems 30;11-04-2024;1199
3758;Drachten - Eems 30;12-04-2024;1788
3758;Drachten - Eems 30;13-04-2024;1740
3758;Drachten - Eems 30;14-04-2024;920
3762;Nieuwerkerk - Polderweg 3;08-04-2024;886
3762;Nieuwerkerk - Polderweg 3;09-04-2024;674
3762;Nieuwerkerk - Polderweg 3;10-04-2024;788
3762;Nieuwerkerk - Polderweg 3;11-04-2024;1020
3762;Nieuwerkerk - Polderweg 3;12-04-2024;1583
3762;Nieuwerkerk - Polderweg 3;13-04-2024;1531
3763;Sittard - Dempseystraat 38;08-04-2024;1184
3763;Sittard - Dempseystraat 38;09-04-2024;1144
3763;Sittard - Dempseystraat 38;10-04-2024;1084
3763;Sittard - Dempseystraat 38;11-04-2024;1224
3763;Sittard - Dempseystraat 38;12-04-2024;1464
3763;Sittard - Dempseystraat 38;13-04-2024;1194
3763;Sittard - Dempseystraat 38;14-04-2024;947
3765;Hengelo - Christiaan Langefeldstraat 29;08-04-2024;614
3765;Hengelo - Christiaan Langefeldstraat 29;09-04-2024;632
3765;Hengelo - Christiaan Langefeldstraat 29;10-04-2024;704
3765;Hengelo - Christiaan Langefeldstraat 29;11-04-2024;802
3765;Hengelo - Christiaan Langefeldstraat 29;12-04-2024;1093
3765;Hengelo - Christiaan Langefeldstraat 29;13-04-2024;1166
3765;Hengelo - Christiaan Langefeldstraat 29;14-04-2024;803
3766;Hilversum - Stephensonlaan 45-49;08-04-2024;1150
3766;Hilversum - Stephensonlaan 45-49;09-04-2024;1050
3766;Hilversum - Stephensonlaan 45-49;10-04-2024;1261
3766;Hilversum - Stephensonlaan 45-49;11-04-2024;1036
3766;Hilversum - Stephensonlaan 45-49;12-04-2024;1457
3766;Hilversum - Stephensonlaan 45-49;13-04-2024;1323
3766;Hilversum - Stephensonlaan 45-49;14-04-2024;847
3767;Maurik - Raadhuisstraat 54;08-04-2024;626
3767;Maurik - Raadhuisstraat 54;09-04-2024;642
3767;Maurik - Raadhuisstraat 54;10-04-2024;728
3767;Maurik - Raadhuisstraat 54;11-04-2024;683
3767;Maurik - Raadhuisstraat 54;12-04-2024;968
3767;Maurik - Raadhuisstraat 54;13-04-2024;1085
3767;Maurik - Raadhuisstraat 54;14-04-2024;954
3769;Venray - Kiosk 185;08-04-2024;2067
3769;Venray - Kiosk 185;09-04-2024;1973
3769;Venray - Kiosk 185;10-04-2024;2124
3769;Venray - Kiosk 185;11-04-2024;2007
3769;Venray - Kiosk 185;12-04-2024;2677
3769;Venray - Kiosk 185;13-04-2024;2840
3769;Venray - Kiosk 185;14-04-2024;2113
3770;Voorschoten - Planciusplantsoen 25;08-04-2024;981
3770;Voorschoten - Planciusplantsoen 25;09-04-2024;872
3770;Voorschoten - Planciusplantsoen 25;10-04-2024;1062
3770;Voorschoten - Planciusplantsoen 25;11-04-2024;889
3770;Voorschoten - Planciusplantsoen 25;12-04-2024;1501
3770;Voorschoten - Planciusplantsoen 25;13-04-2024;1641
3770;Voorschoten - Planciusplantsoen 25;14-04-2024;921
3771;Hoogezand - Pleiaden 11;08-04-2024;958
3771;Hoogezand - Pleiaden 11;09-04-2024;988
3771;Hoogezand - Pleiaden 11;10-04-2024;1018
3771;Hoogezand - Pleiaden 11;11-04-2024;1082
3771;Hoogezand - Pleiaden 11;12-04-2024;1550
3771;Hoogezand - Pleiaden 11;13-04-2024;1489
3771;Hoogezand - Pleiaden 11;14-04-2024;890
3772;Westervoort - Broeklanden 8;08-04-2024;645
3772;Westervoort - Broeklanden 8;09-04-2024;667
3772;Westervoort - Broeklanden 8;10-04-2024;794
3772;Westervoort - Broeklanden 8;11-04-2024;677
3772;Westervoort - Broeklanden 8;12-04-2024;975
3772;Westervoort - Broeklanden 8;13-04-2024;1191
3772;Westervoort - Broeklanden 8;14-04-2024;588
3773;Uithoorn - Zijdelwaardplein 60;08-04-2024;1189
3773;Uithoorn - Zijdelwaardplein 60;09-04-2024;993
3773;Uithoorn - Zijdelwaardplein 60;10-04-2024;1328
3773;Uithoorn - Zijdelwaardplein 60;11-04-2024;1270
3773;Uithoorn - Zijdelwaardplein 60;12-04-2024;1686
3773;Uithoorn - Zijdelwaardplein 60;13-04-2024;1630
3773;Uithoorn - Zijdelwaardplein 60;14-04-2024;1070
3774;Grijpskerk - Schoutstraat 5;08-04-2024;592
3774;Grijpskerk - Schoutstraat 5;09-04-2024;565
3774;Grijpskerk - Schoutstraat 5;10-04-2024;592
3774;Grijpskerk - Schoutstraat 5;11-04-2024;964
3774;Grijpskerk - Schoutstraat 5;12-04-2024;1105
3774;Grijpskerk - Schoutstraat 5;13-04-2024;980
3774;Grijpskerk - Schoutstraat 5;14-04-2024;395
3775;Kerkrade - Onze Lieve Vrouwenstraat 5;08-04-2024;1001
3775;Kerkrade - Onze Lieve Vrouwenstraat 5;09-04-2024;1071
3775;Kerkrade - Onze Lieve Vrouwenstraat 5;10-04-2024;1045
3775;Kerkrade - Onze Lieve Vrouwenstraat 5;11-04-2024;1052
3775;Kerkrade - Onze Lieve Vrouwenstraat 5;12-04-2024;1299
3775;Kerkrade - Onze Lieve Vrouwenstraat 5;13-04-2024;1611
3775;Kerkrade - Onze Lieve Vrouwenstraat 5;14-04-2024;1716
3779;Doorn - Plein 1923 26;08-04-2024;740
3779;Doorn - Plein 1923 26;09-04-2024;610
3779;Doorn - Plein 1923 26;10-04-2024;853
3779;Doorn - Plein 1923 26;11-04-2024;666
3779;Doorn - Plein 1923 26;12-04-2024;867
